names,date_x,score,genre,overview,crew,orig_title,orig_lang,budget_x,revenue,country,season,event_week,budget_ranges,sequels,star_actor,audienceScore
choose or die,4/15/2022,54,"Horror, Thriller, Science Fiction","In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.","Iola Evans, Kayla, Asa Butterfield, Isaac, Robert Englund, Robert Englund, Angela Griffin, Thea, Ryan Gage, Lance, Eddie Marsan, Hal, Kate Fleetwood, Laura, Joe Bolland, Beck, Ioanna Kimbook, Grace",Choose or Die,English,174000000.0,474753914.4,GB,Spring,None,Big Budget,0,1,
project wolf hunting,10/13/2022,65,"Action, Thriller, Horror","While under heavily armed guard, the dangerous convicts aboard a cargo ship unite in a coordinated escape attempt that soon escalates into a bloody, all-out riot. But as the fugitives continue their brutal campaign of terror, they soon discover that not even the most vicious among them is safe from the horror they unknowingly unleashed from the darkness below deck.","Seo In-guk, Park Jong-du, Jang Dong-yoon, Lee Do-il, Park Ho-san, Lee Seok-woo, Jung So-min, Lee Da-yeon, Ko Chang-seok, Ko Gun-bae, Jang Young-nam, Choi Myung-ju, Sung Dong-il, Oh Dae-woong, Son Jong-hak, Son Soo-cheol, Lee Sung-wook, Dr. Lee Kyung-ho",늑대사냥,Korean,115200000.0,220908446.2,AU,Autumn,None,Mid Budget,0,0,
lost bullet 2,11/10/2022,65,"Action, Crime, Thriller","Having cleared his name, genius mechanic Lino has only one goal in mind: getting revenge on the corrupt cops who killed his brother and his mentor.","Alban Lenoir, Lino, Stéfi Celma, Julia, Pascale Arbillot, Moss, Sébastien Lalanne, Marco, Diego Martín, Álvaro, Jérôme Niel, Yann, Anne Serra, Stella, Quentin D'Hainaut, Yuri, Thibaut Évrard, Lieutenant Bruno",Balle perdue 2,French,122800000.0,377993107.0,FR,Autumn,None,Mid Budget,1,1,
crawlspace,3/31/2022,66,Thriller,"After witnessing a brutal murder in a cabin, a man hides in a crawlspace while the killers scour the property for a hidden fortune. As they draw nearer, he must decide if the crawlspace will be his tomb or the battleground in his fight for survival.","Henry Thomas, Robert, Bradley Stryker, Sterling, C. Ernst Harth, Dooley, Jennifer Robertson, Jordan, Olivia Taylor Dudley, Carrie, Catherine Lough Haggquist, Helen Masur, Carlos Joe Costa, Sheriff Higgon, Colin Decker, Tim Witner, Andrei Kovski, Vladimir",Crawlspace,English,110600000.0,660008190.4,US,Spring,None,Mid Budget,0,0,
the good neighbor,9/1/2022,71,Thriller,"A nightmarish evening unfolds for David, a former New York Times journalist, when he and his strange new neighbor Robert, accidentally hit a girl on her bike. Buzzed and disoriented, David lets Robert convince him to flee the scene and leave the girl for dead, in order to protect his career. Robert shows no remorse, and in the name of friendship he does unspeakable things to protect the secret. Now that the police are full-on hunting for the hit-and-run killer, things begin to spiral out of control when David’s local newspaper sends him to cover the story where he meets the deceased girl’s sister Vanessa. Despite the circumstances, and her deep desire to find her sister’s killer, the two immediately have a romantic connection, which surprises and haunts David, while pushing Robert to take brutal steps to keep his new friend to himself.","Jonathan Rhys Meyers, Robert, Luke Kleintank, David, Eloise Smyth, Vanessa, Bruce Davison, Grant, Ieva Florence-Vīksne, Janine, Regīna Razuma, Mrs. Petrova, Guna Zariņa, Juta Reine, Kaspars Znotiņš, Henry, Tom J. Benedict, Policeman",The Good Neighbor,English,105.0,94909.0,AU,Autumn,None,Low Budget,0,1,
the trapped 13: how we survived the thai cave,10/5/2022,69,Documentary,"In this compelling documentary, members of the Thai youth soccer team tell their stories of getting trapped in Tham Luang Cave in 2018 — and surviving.","Ekapol Chanthawong, Self, Ei Khan, Titna's mother, Panumas Sangdee, Mig, Chanin Vibulrungruang, Titna, June Yoon, Various Interviewees (voice)",13 หมูป่า: เรื่องเล่าจากในถ้ำ,Thai,111600000.0,767228967.6,TH,Autumn,None,Mid Budget,0,1,
groot's first steps,8/10/2022,71,"Animation, Family, Comedy, Science Fiction","Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run.","Vin Diesel, Baby Groot (voice), Fred Tatasciore, Additional Voices (voice)",Groot's First Steps,English,131400000.0,730150001.2,US,Summer,None,Mid Budget,0,1,
sword art online the movie -progressive- aria of a starless night,12/9/2021,80,"Animation, Action, Fantasy, Science Fiction","One month after Kayaba Akihiko's game of death began, the death toll continues to rise, two thousand players having already lost their lives to the ultra-difficult VRMMO world of Sword Art Online. On the day of the strategy meeting to plan out the first-floor boss battle, Kirito, a solo player who vows to fight alone to get stronger, runs into a rare, high-level female player. She gracefully dispatches powerful monsters with a single rapier that flashes like a shooting star in the night...","Yoshitsugu Matsuoka, Kirito (voice), Haruka Tomatsu, Asuna ""Asuna"" Yuuki (voice), Inori Minase, Misumi ""Mito"" Tozawa (voice), Koichi Yamadera, Akihiko Kayaba (voice), Hiroki Yasumoto, Agil (voice), Nobuyuki Hiyama, Diabel (voice), Rina Hidaka, Silica (voice), Ryusei Nakao, Mito Avatar (Voice), Tomokazu Seki, Kibaou (voice)",劇場版 ソードアート・オンライン-プログレッシブ- 星なき夜のアリア,Japanese,20011197.0,14037060.0,AU,Winter,None,Low Budget,0,0,
summer ghost,11/12/2021,72,"Animation, Drama, Mystery, Fantasy","An urban legend says that lighting fireworks at an abandoned airfield will beckon the ""summer ghost,"" a spirit that can answer any question. Three teenagers, Tomoya, Aoi, and Ryo, each have their own reason to show up one day. When a ghost named Ayane appears, she reveals she is only visible to those ""who are about to touch their death."" Compelled by the ghost and her message, Tomoya begins regularly visiting the airfield to uncover the true purpose of her visits.","Chiaki Kobayashi, Tomoya Sugisaki (voice), Miyuri Shimabukuro, Aoi Harukawa (voice), Rina Kawaei, Ayane Sato (voice), Nobunaga Shimazaki, Ryo Kobayashi (voice)",Summer Ghost,Japanese,107200000.0,632203108.6,JP,Autumn,None,Mid Budget,0,0,
resident evil: welcome to raccoon city,12/9/2021,61,"Horror, Science Fiction, Action","Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.","Kaya Scodelario, Claire Redfield, Hannah John-Kamen, Jill Valentine, Robbie Amell, Chris Redfield, Tom Hopper, Albert Wesker, Avan Jogia, Leon Kennedy, Donal Logue, Chief Irons, Neal McDonough, William Birkin, Lily Gao, Ada Wong, Chad Rook, Richard Aiken",Resident Evil: Welcome to Raccoon City,English,25000000.0,41909091.0,AU,Winter,None,Low Budget,0,0,
laid-back camp the movie,7/1/2022,76,"Animation, Comedy","Your favorite cozy camping anime returns with a movie as the former members of the Outdoors Club get together again, this time to build a campsite! Reunite with Nadeshiko, Rin, Chiaki, Aoi, and Ena as they gather around the campfire once more with good food and good company.","Yumiri Hanamori, Nadeshiko Kagamihara (voice), Nao Toyama, Rin Shima (voice), Sayuri Hara, Chiaki Ogaki (voice), Aki Toyosaki, Aoi Inuyama (voice), Rie Takahashi, Ena Saito (voice), Kentaro Tone, Kariya (voice), Yutaka Aoyama, Editor-in-chief (voice), Natsu Yorita, Komaki Store Manager (voice), Yoji Ueda, Shirakawa (voice)",映画『ゆるキャン△』,Japanese,13187504.6,7283918.0,JP,Summer,None,Low Budget,0,0,
the pale blue eye,12/22/2022,70,"Mystery, Thriller","West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe","Christian Bale, Augustus Landor, Harry Melling, Edgar Allan Poe, Lucy Boynton, Lea Marquis, Toby Jones, Dr. Daniel Marquis, Simon McBurney, Captain Hitchcock, Timothy Spall, Superintendent Thayer, Robert Duvall, Jean-Pepe, Harry Lawtey, Artemus Marquis, Gillian Anderson, Julia Marquis",The Pale Blue Eye,English,72000000.0,214883443.8,AU,Winter,None,Mid Budget,0,0,
luca,6/18/2021,79,"Animation, Comedy, Fantasy, Adventure",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,"Jacob Tremblay, Luca Paguro (voice), Jack Dylan Grazer, Alberto Scorfano (voice), Emma Berman, Giulia Marcovaldo (voice), Saverio Raimondo, Ercole Visconti (voice), Maya Rudolph, Daniela Paguro (voice), Marco Barricelli, Massimo Marcovaldo (voice), Jim Gaffigan, Lorenzo Paguro (voice), Peter Sohn, Ciccio (voice), Lorenzo Crisci, Guido (voice)",Luca,English,200000000.0,49750471.0,AU,Summer,None,Big Budget,0,0,
the menu,11/18/2022,72,"Horror, Thriller, Comedy","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Ralph Fiennes, Chef Slowik, Anya Taylor-Joy, Margot, Nicholas Hoult, Tyler, Hong Chau, Elsa, Janet McTeer, Lillian, Reed Birney, Richard, Judith Light, Anne, John Leguizamo, Movie Star, Paul Adelstein, Ted",The Menu,English,30000000.0,73040804.0,AU,Autumn,None,Low Budget,0,0,
eureka: eureka seven hi-evolution,11/26/2021,61,"Animation, Drama, Adventure, Science Fiction","A virtual world in a scab coral (coral-like information life form) created by Eureka. Ten years have passed since the people of the virtual world appeared on this earth with the collapse. As a result of this “great fusion”, human beings in the virtual world call themselves “Green Earth”, and human beings on the old Earth call themselves “Blue Earth”, and various collisions will be repeated under the surface of the water. And Dewey Novak, a high-ranking official of the Green Earth Army, raises up with his colleagues to protect their dignity and finally puts into action a large-scale terrorist program.","Kaori Nazuka, Eureka (voice), Toru Furuya, Adrock Thurston (voice), Yuko Sanpei, Renton Thurston (voice), Toshiyuki Morikawa, Horando (voice), Michiko Neya, Taruho (voice), Koji Tsujitani, Dewey (voice)",EUREKA／交響詩篇エウレカセブン ハイエボリューション,Japanese,139600000.0,350558192.6,JP,Autumn,Thanksgiving,Mid Budget,0,0,
ghostbusters: afterlife,1/1/2022,75,"Fantasy, Comedy, Adventure","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.","Carrie Coon, Callie Spengler, Finn Wolfhard, Trevor Spengler, Mckenna Grace, Phoebe Spengler, Paul Rudd, Gary Grooberson, Logan Kim, Podcast, Celeste O'Connor, Lucky, Bill Murray, Dr. Peter Venkman, Dan Aykroyd, Dr. Raymond Stantz, Ernie Hudson, Winston Zeddemore",Ghostbusters: Afterlife,English,75000000.0,203614138.0,AU,Winter,None,Mid Budget,0,0,
sonic the hedgehog,2/13/2020,74,"Action, Science Fiction, Comedy, Family","Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.","James Marsden, Tom Wachowski, Ben Schwartz, Sonic the Hedgehog (voice), Tika Sumpter, Maddie Wachowski, Natasha Rothwell, Rachel, Adam Pally, Wade Whipple, Neal McDonough, Major Bennington, Jim Carrey, Dr. Robotnik, Lee Majdoub, Agent Stone, Tom Butler, Vice Chairman Walters",Sonic the Hedgehog,English,85000000.0,319715683.0,AU,Winter,Valentine's Week,Mid Budget,0,1,
teasing master takagi-san: the movie,6/10/2022,86,"Animation, Comedy, Romance","Takagi and Nishikata are in their final year of middle school, and have both anxiety and hope for the future. During the summer of their final year, on the day before summer vacation starts, the two find a kitten that they name Hana. They decide to take care of the kitten themselves until they can find its mother.","Yuki Kaji, Nishikata (voice), Rie Takahashi, Takagi-san (voice)",劇場版 からかい上手の高木さん,Japanese,189000000.0,1168749675.0,JP,Summer,None,Big Budget,0,0,
the guardians of the galaxy holiday special,11/25/2022,73,"Comedy, Science Fiction, Adventure","On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.","Chris Pratt, Peter Quill / Star-Lord, Dave Bautista, Drax, Karen Gillan, Nebula, Pom Klementieff, Mantis, Vin Diesel, Groot (voice), Bradley Cooper, Rocket (voice), Sean Gunn, Kraglin, Rhett Miller, Bzermikitokolok, Murry Hammond, Alien Band (Kortolbookalia)",The Guardians of the Galaxy Holiday Special,English,97200000.0,641749489.4,AU,Autumn,Thanksgiving,Mid Budget,0,0,
secret headquarters,8/12/2022,68,"Action, Adventure, Comedy, Science Fiction, Family","While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.","Owen Wilson, Jack, Michael Peña, Argon, Walker Scobell, Charlie, Momona Tamada, Maya, Keith L. Williams, Berger, Abigail James Witherspoon, Lizzie, Jesse Williams, Irons, Jessie Mueller, Lily, Dustin Ingram, Jersey",Secret Headquarters,English,143000000.0,420598835.4,US,Summer,None,Mid Budget,0,1,
365 days: this day,4/27/2022,59,"Romance, Drama","Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","Anna-Maria Sieklucka, Laura Torricelli, Michele Morrone, Massimo Torricelli / Adriano Torricelli, Simone Susinna, Marcelo ""Nacho"" Matos, Magdalena Lamparska, Olga, Otar Saralidze, Domenico, Natasza Urbańska, Anna, Ramón Langa, Don Fernando Matos, Ewa Kasprzyk, Klara, Dariusz Jakubowski, Tomasz",365 Days: This Day,Polish,162100000.0,437846475.2,AU,Spring,None,Big Budget,0,1,
faraway,3/8/2023,68,"Romance, Comedy","After inheriting a house on a Croatian island, a woman embarks on a spur-of-the-moment trip that reignites her joy in life and opens a door to new love.","Naomi Krauss, Zeynap Altin, Goran Bogdan, Josip, Adnan Maral, Ilyas Altin, Bahar Balci, Fia Altin, Artjom Gilz, Conrad, Davor Tomic, Drazen Cega",Faraway,German,52900000.0,368167712.6,DE,Spring,None,Mid Budget,0,0,
hellhole,10/26/2022,60,Horror,"In a monastery cut off from the world, the monks run a clinic for the possessed. One day, a young policeman Marek comes to the convent. Posing as a clergyman, he penetrates monastic life and tries to explain the recent, mysterious disappearance of several tormented inmates. It turns out, however, that there is no way out of the monastery.","Piotr Żurawski, Marek, Olaf Lubaszenko, Prior Andrzej, Sebastian Stankiewicz, Brother Piotr, Lech Dyblik, Brother Antoni, Rafał Iwaniuk, Brother Dawid, Krzysztof Satała, Young monk, Malwina Dubowska, Blonde, Zbigniew Waleryś, Priest, Antoni Augustyniak, Baby",Ostatnia Wieczerza,Polish,146740000.0,301123555.2,PL,Autumn,Halloween,Mid Budget,0,0,
to kill the beast,4/28/2022,60,"Mystery, Fantasy, Thriller","Emilia arrives at her Aunt Inés' hostel located on the Argentina-Brazil border, looking for her missing brother. In this lush jungle a dangerous beast which takes the form of different animals seems to be roaming around.","Tamara Rocca, Emilia, Ana Brun, Inés, Julieth Micolta, Julieth, João Miguel, Lautaro, Sabrina Grinchspun, Helena, Kaique de Jesus, Joaquin, Carlos Griebler, , Melanie Gamonal, , Ariel Lorenzo, Jesus",Matar a la Bestia,"Spanish, Castilian",105000000.0,227896979.2,BR,Spring,None,Mid Budget,0,1,
lesson plan,11/23/2022,63,"Action, Crime","After a teacher dies, his best friend — a former cop — takes a job at the school where he worked to confront the gang he thinks was responsible.","Piotr Witkowski, , Jan Wieczorkowski, , Antonina Jarnuszkiewicz, , Nicolas Przygoda, , Daniel Namiotko, , Rafał Zawierucha, , Zuzanna Galewicz, , Pascal Fischer, , Marcin Bosak,",Plan lekcji,Polish,121600000.0,343621307.4,AU,Autumn,Thanksgiving,Mid Budget,0,1,
free guy,9/9/2021,76,"Comedy, Adventure, Science Fiction",A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,"Ryan Reynolds, Guy, Jodie Comer, Millie Rusk / Molotovgirl, Joe Keery, Walter 'Keys' McKeys, Lil Rel Howery, Buddy, Utkarsh Ambudkar, Mouser, Taika Waititi, Antwan Hovachelik, Channing Tatum, Revenjamin Buttons, Aaron W Reed, Dude, Britne Oldford, Barista",Free Guy,English,110000000.0,331526598.0,AU,Autumn,None,Mid Budget,0,0,
malvada,12/29/2022,74,"Comedy, Fantasy, Romance",A desperate mother contacts his son's ex-girlfriend to tell her that he's about to marry a wicked witch.,"Michelle Renaud, Bruja Laura, Giselle Kuri, Fernanda, Anabel Ferreira, Mamá Maru, Mercedes Hernández, Josefina, Giuseppe Gamba, Daniel, Manuel Calderón, Tato, Alex Fernández, Pato, María Rojo, Doña Claudia",Malvada,"Spanish, Castilian",88200000.0,429165998.8,MX,Winter,Christmas,Mid Budget,0,1,
diary of a wimpy kid: rodrick rules,12/2/2022,71,"Animation, Comedy, Family","A new school year, his brother Rodrick teases him over and over and over and over again. Will Greg manage to get along with him? Or will a secret ruin everything?","Brady Noon, Greg Heffley (voice), Hunter Dillon, Rodrick Heffley (voice), Ethan William Childress, Rowley Jefferson (voice), Erica Cerra, Susan Heffley (voice), Chris Diamantopoulos, Frank Heffley (voice), Ed Asner, Grandpa Heffley (voice), Gracen Newton, Manny (voice), Christian Convery, Fregley (voice), Veda Maharaj, Chirag Gupta (voice)",Diary of a Wimpy Kid: Rodrick Rules,English,18000000.0,73695194.0,US,Winter,New Year's Week,Low Budget,0,0,
the library boys,11/29/2022,43,Comedy,"In the once quiet school library at St Marks College, Zane, James and Mitch are met head-on with the challenges of their final school year. Against-the-grain bad boy Zane becomes obsessed with Becca, the new girl at school. The more laid back James is being leaned on by Beth, his long term girlfriend, who wants him to take a little responsibility over his life. And Mitch is just trying to lose his virginity, but in the process becomes involved with Tilly, the most popular girl in school.","Paige Joustra, Charlie, Mia Barrett, Beth, John McCullough, Mr. Spinnoli, Ella Crotty, Becca, Joe Kenny, James, Shirley Sydenham, Miss Claire, Uisce Goriss-Dazeley, Mitch, Megan Douglas, Tilly, Jack Kenny, Zane",The Library Boys,English,77300000.0,564483267.8,AU,Autumn,None,Mid Budget,0,1,
blueback,1/1/2023,62,"Drama, Adventure, Family","Based on the best-selling novel by Tim Winton, Blueback is a timely tale about the ocean, a beautiful marine creature, and a young girl’s power to change the world.","Mia Wasikowska, Abby, Eric Bana, Mad Macka, Ariel Donoghue, Young Abby, Ilsa Fogg, Teen Abby, Radha Mitchell, Dora, Pedrea Jackson, Teen Briggs, Clarence John Ryan, Briggs, Albert Mwangi, Gitundu, Erik Thomson, Costello",Blueback,English,178000000.0,528252215.4,AU,Winter,None,Big Budget,0,0,
the king's man,1/6/2022,68,"Action, Adventure, Thriller, War, Mystery","As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.","Ralph Fiennes, Orlando Oxford, Harris Dickinson, Conrad Oxford, Gemma Arterton, Polly, Rhys Ifans, Grigori Rasputin, Djimon Hounsou, Shola, Matthew Goode, Morton, Tom Hollander, King George / Kaiser Wilhelm / Tsar Nicholas, Daniel Brühl, Erik Jan Hanussen, Charles Dance, Kitchener",The King's Man,English,100000000.0,125928656.0,AU,Winter,None,Mid Budget,0,0,
"miraculous world: new york, united heroez",9/26/2020,82,"Animation, TV Movie, Fantasy, Action",Teen Parisian superheroes Ladybug and Chat Noir visit New York on a field trip and discover that superheroes exist in the United States too.,"Anouck Hautbois, Marinette / Ladybug (voice), Benjamin Bollen, Adrien Agreste / Cat Noir (voice), Antoine Tomé, Gabriel Agreste / Hawk Moth (voice), Fanny Bloc, Alya Césaire (voice), Thierry Kazazian, Plagg (voice), Marie Nonnenmacher, Tikki / Juleka Couffaine (voice), Martial Le Minoux, Nooroo / Max Kanté (voice), Jessie Lambotte, Rose Lavillant (voice), Céline Melloul, Jessica Keynes (voice)","Miraculous World : New York, les héros unis",French,134400000.0,662530414.0,FR,Autumn,None,Mid Budget,0,0,
red notice,11/4/2021,68,"Action, Comedy, Crime, Thriller","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.","Dwayne Johnson, John Hartley, Ryan Reynolds, Nolan Booth, Gal Gadot, Sarah Black / The Bishop, Ritu Arya, Inspector Urvashi Das, Chris Diamantopoulos, Sotto Voce, Ivan Mbakop, Tambwe, Vincenzo Amato, Director Gallo, Rafael Petardi, Security Chief Ricci, Seth Michaels, Souvenir Stand Owner",Red Notice,English,150000000.0,173638.0,AU,Autumn,None,Mid Budget,0,0,
solo somos carne,10/13/2022,63,Horror,"A regular day for Bans and Uzu, little did they know a series of events would bring them face to face with an alternate reality and their chance to confront Dixon, a disturbed psychopath with blood on his hands and demons in his mind.","Alexis Herrera Alquijay, Santos, Victor Arroyo, Customer 1, Kiara Bennett, Uzu, Andrés Pérez Bravo, Dixon, Gabriela Carías, Customer 3, André Fong, K-oS, Andrea López, F67, Yessica Miranda, NMRE, Oscar Méndez, Customer 2",Solo Somos Carne,"Spanish, Castilian",87000000.0,476680473.8,GT,Autumn,None,Mid Budget,0,0,
groot takes a bath,8/10/2022,71,"Animation, Family, Comedy, Science Fiction","Everybody needs some alone time to relax and wash up, but things go quite differently when you’re a Flora Colossi toddler.","Vin Diesel, Baby Groot (voice), Fred Tatasciore, Additional Voices (voice), Kaitlyn Robrock, Additional Voices (voice)",Groot Takes a Bath,English,131400000.0,730150001.2,US,Summer,None,Mid Budget,0,1,
x,3/24/2022,68,"Horror, Mystery, Thriller","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives. Hilarity ensues.","Mia Goth, Maxine Minx / Pearl, Jenna Ortega, Lorraine, Brittany Snow, Bobby-Lynne, Kid Cudi, Jackson Hole, Martin Henderson, Wayne, Owen Campbell, RJ, Stephen Ure, Howard, James Gaylyn, Sheriff Dentler, Simon Prast, Televangelist",X,English,1000000.0,15113105.0,AU,Spring,None,Low Budget,0,0,
the croods: a new age,4/7/2021,75,"Animation, Family, Adventure, Fantasy, Comedy","Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.","Nicolas Cage, Grug Crood (voice), Emma Stone, Eep Crood (voice), Ryan Reynolds, Guy (voice), Catherine Keener, Ugga Crood (voice), Cloris Leachman, Gran Crood (voice), Clark Duke, Thunk Crood (voice), Leslie Mann, Hope Betterman (voice), Peter Dinklage, Phil Betterman (voice), Kelly Marie Tran, Dawn Betterman (voice)",The Croods: A New Age,English,65000000.0,214790246.0,AU,Spring,None,Mid Budget,0,0,
barbie,7/21/2023,0,Comedy,To live in Barbie Land is to be a perfect being in a perfect place. Unless you have a full-on existential crisis. Or you're a Ken.,"Margot Robbie, Barbie, Ryan Gosling, Ken, America Ferrera, , Will Ferrell, Mattel CEO, Ariana Greenblatt, , Helen Mirren, Narrator, Issa Rae, President Barbie, Alexandra Shipp, Celebrated Author Barbie, Emma Mackey, Nobel Prize Winning Physicist Barbie",Barbie,English,175000000.0,178359863.0,US,Summer,None,Big Budget,0,1,
the seven deadly sins: cursed by light,7/2/2021,78,"Animation, Fantasy","With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.","Yuki Kaji, Meliodas / Zeldris (voice), Sora Amamiya, Elizabeth Liones (voice), Misaki Kuno, Hawk (voice), Aoi Yuki, Diane (voice), Tatsuhisa Suzuki, Ban (voice), Jun Fukuyama, King (voice), Yuuhei Takagi, Gowther (voice), Maaya Sakamoto, Merlin (voice), Tomokazu Sugita, Escanor (voice)",劇場版 七つの大罪 光に呪われし者たち,Japanese,38211149.2,1094673.0,JP,Summer,None,Low Budget,0,0,
the girl from the other side,3/10/2022,68,"Animation, Drama, Mystery, Fantasy","Once upon a time, in a far, faraway place, there were two lands. The world was divided into an inner land and an outer land. People feared the outer land, inhabited by eerie beings, the carriers of curse. One day, on the border to the inner land inhabited by humans, one such being finds a girl on heaps of abandoned dead bodies. The girl says her name is Shiva and shows affection to the ""being"" who found her, calling him ""Teacher.""  This is a story of two people—one human, one inhuman—who linger in the hazy twilight that separates night from day.","Jun Fukuyama, Teacher (voice), Rie Takahashi, Shiva (voice), Hiroki Goto, Outsider (voice), Tadashi Miyazawa, Hunter (voice), Kouichi Sakaguchi, Captain (voice), Daiki Kobayashi, (voice), Kento Shiraishi, (voice), Kazuya Saji, (voice), Tooru Arizumi, (voice)",とつくにの少女,Japanese,67654097.6,629573144.8,JP,Spring,None,Mid Budget,0,1,
enola holmes 2,11/4/2022,76,"Mystery, Adventure, Comedy, Crime","Now a detective-for-hire like her infamous brother, Enola Holmes takes on her first official case to find a missing girl, as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends — and Sherlock himself — to unravel.","Millie Bobby Brown, Enola Holmes, Henry Cavill, Sherlock Holmes, Louis Partridge, Lord Tewkesbury, Helena Bonham Carter, Eudoria Holmes, David Thewlis, Grail, Susan Wokoma, Edith, Adeel Akhtar, Lestrade, Sharon Duncan-Brewster, Mira Troy, Hannah Dodd, Cicely",Enola Holmes 2,English,93000000.0,394945972.8,AU,Autumn,None,Mid Budget,1,0,
maneater,8/26/2022,49,"Mystery, Thriller, Horror",A group of friends on vacation in a seeming island paradise are stalked by an unrelenting great white after an accident leaves them stranded and left for dead.,"Nicky Whelan, Jessie Quilan, Trace Adkins, Harlan Burke, Jeff Fahey, Professor Sam Hoffman, Shane West, Will Coulter, Branscombe Richmond, Sheriff Kua, Porscha Coleman, Sunny, Kim DeLonghi, Beth, Zoe Cipres, Emma, Kelly Lynn Reiter, Brianna",Maneater,English,132800000.0,660707570.8,US,Summer,None,Mid Budget,0,1,
raya and the last dragon,3/4/2021,79,"Animation, Family, Fantasy, Action, Adventure","Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.","Kelly Marie Tran, Raya (voice), Awkwafina, Sisu (voice), Izaac Wang, Boun (voice), Gemma Chan, Namaari (voice), Daniel Dae Kim, Benja (voice), Benedict Wong, Tong (voice), Jona Xiao, Young Namaari (voice), Sandra Oh, Virana (voice), Thalia Tran, Little Noi (voice)",Raya and the Last Dragon,English,100000000.0,130423032.0,AU,Spring,None,Mid Budget,0,0,
slumberland,11/18/2022,75,"Family, Fantasy","A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.","Jason Momoa, Flip the Creature, Marlow Barkley, Nemo, Chris O'Dowd, Phillip, Kyle Chandler, Peter, Weruche Opia, Agent Green, India de Beaufort, Ms. Arya, Humberly Gonzalez, Graciela, Cameron Nicoll, Young Philip, Antonio Raine Pastore, Young Peter",Slumberland,English,35000000.0,374600744.4,AU,Autumn,None,Low Budget,0,1,
